YEARMODA,TEMP,VISIB,WDSP,DEWP,MAX,MIN,PRCP,SNDP,I_FOG,I_RAIN_DRIZZLE,I_SNOW_ICE,I_HAIL,I_THUNDER,I_TORNADO_FUNNEL,RH
2013-09-12,23.9,16.1,3.6,16.8,32.8,18.3,0,0,0,0,0,0,0,0,63.3
2013-09-13,16.6,16.1,5.7,8.7,27.8,11.1,0,0,0,1,0,0,0,0,57.9
2013-09-14,15,16.1,2.5,7.1,22.2,8.3,0,0,0,0,0,0,0,0,58.8
2013-09-15,15,14.2,2.3,8.6,22.2,8.3,0,0,0,1,0,0,0,0,64.7
2013-09-16,14.9,16.1,5.2,10.4,17.8,10.6,16.5,0,0,0,0,0,0,0,76.5
2013-09-17,14.9,16.1,3.2,9.2,21.7,9.4,0,0,0,0,0,0,0,0,70.6
2013-09-18,19.8,16.1,3.7,13.8,27.2,9.4,0,0,0,1,0,0,1,0,69.6
2013-09-19,22.6,11.9,4.5,19.9,28.9,15.6,22.1,0,1,1,0,0,1,0,85.2
2013-09-20,22.6,16.1,5,18.1,28.9,18.9,13.2,0,0,1,0,0,0,0,77.8
2013-09-21,15.8,16.1,5,9.8,24.4,12.2,0,0,0,0,0,0,0,0,66.7
2013-09-22,13.8,16.1,3.3,7.5,19.4,9.4,0,0,0,0,0,0,0,0,62.5
2013-09-23,14.2,16.1,2.8,8.1,19.4,7.8,0,0,0,0,0,0,0,0,68.8
2013-09-24,15.6,16.1,3.6,9,21.1,7.8,0,0,0,0,0,0,0,0,61.1
2013-09-25,16.4,16.1,2.7,11.1,21.1,9.4,0,0,0,0,0,0,0,0,68.4
2013-09-26,17.3,14.5,2.1,10.8,23.9,10,0,0,0,0,0,0,0,0,65
2013-09-27,18.8,16.1,2.6,11.5,27.2,10,0,0,0,0,0,0,0,0,63.6
2013-09-28,20,16.1,5.2,11.5,28.9,11.1,0,0,0,0,0,0,0,0,60.9
2013-09-29,18.5,14.6,4.8,11.3,28.9,12.2,9.7,0,0,1,0,0,0,0,61.9
2013-09-30,15.3,16.1,1.7,8.9,23.3,8.3,4.6,0,0,0,0,0,0,0,64.7
2013-10-01,19.4,15.3,5.5,14.6,26.1,8.9,0,0,0,0,0,0,0,0,73.9
2013-10-02,21.2,14.8,3.4,12.2,26.1,16.7,0,0,0,0,0,0,0,0,56
2013-10-03,19.8,11.9,2.9,15.9,25.6,15.6,0,0,1,1,0,0,0,0,78.3
2013-10-04,20.8,16.1,3.2,18.3,25.6,15.6,3,0,0,1,0,0,1,0,84
2013-10-05,20.7,10.8,2.7,18.9,27,16.7,0,0,0,1,0,0,1,0,91.7
2013-10-06,15.4,16.1,4.2,11.1,26.7,10,23.1,0,0,1,0,0,0,0,76.5
2013-10-07,11.6,16.1,4.5,5.9,20,7.2,2.3,0,0,0,0,0,0,0,64.3
2013-10-08,14.7,16.1,2.1,8.4,23.9,6.1,0,0,0,0,0,0,0,0,64.7
2013-10-09,15.5,16.1,2.6,8.1,23.9,6.1,0,0,0,0,0,0,0,0,61.1
2013-10-10,15.9,15.6,1.5,9.8,23.3,7.8,0,0,0,0,0,0,0,0,66.7
2013-10-11,17.6,16.1,3.2,10.9,24.4,8.3,0,0,0,0,0,0,0,0,65
2013-10-12,16.9,15.1,3.8,12.4,24.4,11.1,0,0,0,1,0,0,0,0,73.7
2013-10-13,12.8,16.1,3,5.4,22.8,7.2,3,0,0,0,0,0,0,0,60
2013-10-14,12,16.1,3.3,5.9,17.8,5.6,0,0,0,0,0,0,0,0,64.3
2013-10-15,14,14,4.3,10.2,17.8,5.6,0,0,0,1,0,0,0,0,75
2013-10-16,11.1,15.8,4.9,7.4,17.2,8,1.8,0,0,1,0,0,0,0,76.9
2013-10-17,10.1,13.7,3.7,7.8,12.2,8.3,1,0,0,1,0,0,0,0,91.7
2013-10-18,7,15.9,3.7,4.2,11.7,3.9,6.3,0,0,0,0,0,0,0,80
2013-10-19,8.4,16.1,4.2,2.7,12.2,3.9,0,0,0,1,0,0,0,0,63.6
2013-10-20,8.4,16.1,2.4,4.1,16.1,2.2,0.3,0,0,1,0,0,0,0,72.7
2013-10-21,9.9,16.1,5.3,3.2,16.1,2.2,0.3,0,0,1,0,0,0,0,66.7
2013-10-22,2.2,16.1,3,-2.6,12.8,-1.7,0,0,0,1,0,0,0,0,71.4
2013-10-23,3.3,16.1,4.2,-1.8,7.8,-1,0,0,0,0,0,0,0,0,62.5
2013-10-24,3.9,16.1,4.8,-3.3,7.8,0,0,0,0,0,0,0,0,0,62.5
2013-10-25,3.6,16.1,4.2,-3.8,10.6,-1.7,0,0,0,0,0,0,0,0,62.5
2013-10-26,8.6,16.1,7.6,-1.8,12.8,-1,0,0,0,0,0,0,0,0,45.5
2013-10-27,5.7,16.1,3.1,-1.8,12.8,-1.7,0,0,0,0,0,0,0,0,55.6
2013-10-28,7.1,16.1,3.6,1.4,12.2,-1.6,0,0,0,0,0,0,0,0,70
2013-10-29,8.6,16.1,3.7,3.7,13.9,1.7,0,0,0,0,0,0,0,0,72.7
2013-10-30,11.2,10,2.6,8.5,15,5.6,0,0,0,1,0,0,0,0,84.6
2013-10-31,16.3,11.4,4.1,15.5,17.8,6.1,21.8,0,0,1,0,0,0,0,94.7
2013-11-01,8.5,16.1,6.7,5.2,17.8,6.1,18.5,0,0,1,0,0,0,0,81.8
2013-11-02,6.5,13.5,3.3,4.6,9,3.9,2,0,0,1,0,0,0,0,80
2013-11-03,5.8,16.1,2.4,1.9,11.7,0.6,0.3,0,0,1,0,0,0,0,77.8
2013-11-04,8.8,16.1,6.4,2.8,14.4,0.6,0,0,0,0,0,0,0,0,63.6
2013-11-05,11.5,15.8,4.1,7.6,14.4,5.6,0,0,0,1,0,0,0,0,71.4
2013-11-06,11.1,12.9,7.6,9,14,5.6,7.4,0,0,1,0,0,0,0,84.6
2013-11-07,3.1,16.1,4.1,-1.7,13.9,-1.1,8.9,0,0,0,0,0,0,0,62.5
2013-11-08,2.8,15.6,3.2,-1.5,8.9,-2.2,0,0,0,0,0,0,0,0,71.4
2013-11-09,9.6,16.1,8.1,1.7,13.9,6.7,0,0,0,0,0,0,0,0,58.3
2013-11-10,6.2,16.1,5.7,-1.5,14.4,1.7,0,0,0,0,0,0,0,0,55.6
2013-11-11,5.5,13.8,4.6,-0.1,8.3,-2,0,0,0,1,1,0,0,0,66.7
2013-11-12,-2.6,16.1,5.9,-8.3,8.3,-5,7.4,0,0,0,0,0,0,0,60
2013-11-13,-2.3,16.1,4.9,-9.4,4.4,-6.7,0,0,0,0,0,0,0,0,60
2013-11-14,3.6,16.1,7.2,-5.7,9.4,-6.6,0,0,0,0,0,0,0,0,50
2013-11-15,6.4,16.1,5.3,-2.1,10,0.6,0,0,0,0,0,0,0,0,50
2013-11-16,8.4,11.7,5.7,6.1,14,3.9,0.3,0,0,1,0,0,0,0,81.8
2013-11-17,15.6,14.3,9.7,13.4,20.6,5.6,10.9,0,0,1,0,0,1,0,83.3
2013-11-18,5.1,16.1,8.7,-0.2,8.9,2.8,9.1,0,0,1,0,0,0,0,66.7
2013-11-19,0.6,16.1,2.5,-4.3,6.1,-3.9,0,0,0,0,0,0,0,0,66.7
2013-11-20,2.1,16.1,4.6,-2.6,10.6,-3.3,0,0,0,1,0,0,0,0,71.4
2013-11-21,6.8,14.5,2.5,3.9,10.6,-2.1,3.8,0,0,1,0,0,0,0,80
2013-11-22,4.4,12.2,4.2,1.7,10.6,0.6,2,0,0,1,1,0,0,0,87.5
2013-11-23,-3.7,16.1,5.4,-9.9,6.1,-7.2,0.3,0,0,0,1,0,0,0,60
2013-11-24,-7.8,16.1,4.5,-16.2,-2.8,-11.7,0,0,0,0,0,0,0,0,66.7
2013-11-25,-3.4,14.2,6.1,-10.4,-0.6,-11.1,0,0,1,0,1,0,0,0,60
2013-11-26,-0.5,16.1,3.9,-4.3,1.1,-5.6,0.3,0,0,0,1,0,0,0,66.7
2013-11-27,-6.2,15.9,6.8,-13.4,1.1,-10.6,0,0,0,0,1,0,0,0,50
2013-11-28,-3.1,16.1,3.8,-10.9,1.1,-10,0,0,0,0,0,0,0,0,60
2013-11-29,-3.7,16.1,2.1,-9.2,2.2,-9.4,0,0,0,0,0,0,0,0,60
2013-11-30,2.2,16.1,4.1,-4.7,10,-8.3,0,0,0,0,0,0,0,0,57.1
2013-12-01,2.8,15.1,2.8,-1.3,10,-1.7,0,0,0,0,0,0,0,0,85.7
2013-12-02,2.5,12.1,2.3,-1.5,6.7,-1.7,0,0,0,0,0,0,0,0,71.4
2013-12-03,4.9,6.4,4,3.3,9.4,-1.6,1.8,0,0,1,0,0,0,0,88.9
2013-12-04,9.9,4.8,4.1,9.2,13.3,2.8,0.5,0,0,1,0,0,0,0,100
2013-12-05,1.7,15.8,7.2,-2.1,13.3,-4.4,0.5,0,0,0,0,0,0,0,71.4
2013-12-06,-6.7,16.1,4.5,-12.6,-4.4,-8.3,0,0,0,0,0,0,0,0,50
2013-12-07,-10,16.1,3.7,-16.4,-6.1,-13.3,0,0,0,0,0,0,0,0,66.7
2013-12-08,-7.2,12.7,3.6,-12.5,-1.1,-12.8,0,30.5,0,0,1,0,0,0,50
2013-12-09,-5.8,10.6,6,-8.7,-3,-12.2,6.1,78.7,0,0,1,0,0,0,75
2013-12-10,-12.9,15.1,6.2,-17.9,-3.9,-21.1,0,50.8,0,0,1,0,0,0,50
2013-12-11,-8.9,12.2,4.4,-13.6,-3.9,-21.1,1,78.7,0,0,1,0,0,0,66.7
2013-12-12,-14.3,16.1,5.1,-19.9,-6.1,-19.4,0.3,50.8,0,0,0,0,0,0,50
2013-12-13,-5.9,16.1,2.5,-10.4,-0.6,-10.6,0,50.8,0,0,0,0,0,0,75
2013-12-14,-1,6.9,4.6,-3.2,0,-8.9,2.8,129.5,0,0,1,0,0,0,83.3
2013-12-15,-7.3,15.8,5.8,-10.9,-0.6,-11.7,3.3,129.5,0,0,1,0,0,0,75
2013-12-16,-10.6,15.1,2.6,-16.3,-5,-13.9,0,129.5,1,0,1,0,0,0,66.7
2013-12-17,-5.3,11.3,5.2,-7.9,0.6,-13.3,1.3,99.1,0,0,1,0,0,0,75
2013-12-18,-4.1,16.1,5.3,-10.4,0.6,-9.4,0.3,99.1,0,0,0,0,0,0,60
2013-12-19,1.8,15,4.2,-3.2,3.9,0,0,78.7,0,0,0,0,0,0,71.4
2013-12-20,1.6,6.4,4.1,-0.6,3.9,0.6,4.8,30.5,0,1,0,0,0,0,85.7
2013-12-21,0.2,4.3,2.9,-1.6,2.2,-1.1,7.9,30.5,1,1,0,0,0,0,83.3
2013-12-22,0.3,11.3,5.7,-0.7,1.7,-2.2,8.4,30.5,0,1,1,0,0,0,100
2013-12-23,-6.9,13.8,5.4,-10.2,1.1,-15.6,2.8,0,0,0,1,0,0,0,75
2013-12-24,-15.8,15,4.8,-21,-8.3,-19,0,0,0,0,1,0,0,0,50
2013-12-25,-6.4,13.5,5.2,-11.1,-3.3,-18.9,0.5,0,0,0,1,0,0,0,75
2013-12-26,-4.9,12.6,4.7,-9.1,0,-10,1.8,30.5,0,0,1,0,0,0,75
2013-12-27,0.4,14.2,3.1,-4.2,4.4,-8.9,0,30.5,0,0,1,0,0,0,66.7
2013-12-28,4.6,16.1,5.8,-1.9,10,-5.5,0,0,0,0,0,0,0,0,62.5
2013-12-29,1.9,14.8,6.2,-3.7,10,-5.6,0,0,0,1,1,0,0,0,71.4
2013-12-30,-12.4,16.1,4.4,-19.1,-5.6,-17.2,0.3,0,0,0,0,0,0,0,50
2013-12-31,-13.4,11.6,3.9,-18.2,-10.6,-16.7,1,30.5,0,0,1,0,0,0,50
2014-01-01,-9,5,4.3,-12.2,-5.6,-16.7,7.6,129.5,0,0,1,0,0,0,66.7
2014-01-02,-7.4,4.3,6.1,-11.2,-5.6,-12.2,7.4,231.1,0,0,1,0,0,0,75
2014-01-03,-15.4,15.8,5,-20.9,-6.1,-24.4,4.6,200.7,0,0,0,0,0,0,50
2014-01-04,-4.6,12.2,9.1,-10.4,-0.6,-8.9,0,180.3,0,0,1,0,0,0,75
2014-01-05,-6.2,1.9,5.6,-9.3,-0.6,-13.9,12.2,299.7,1,0,1,0,0,0,75
2014-01-06,-22.1,14.3,9.2,-28.3,-13.9,-26.7,9.7,279.4,0,0,1,0,0,0,100
2014-01-07,-21.8,15.9,6,-27.9,-16.1,-26.7,0,248.9,0,0,0,0,0,0,100
2014-01-08,-16.3,15.6,1.7,-21.6,-8.3,-24.4,0,231.1,1,0,0,0,0,0,50
2014-01-09,-13.4,13.5,2.3,-18.1,-5,-21.1,0,231.1,0,0,1,0,0,0,50
2014-01-10,-1.1,4,4.1,-3.3,3.9,-5,0.3,149.9,0,1,1,0,0,0,83.3
2014-01-11,2.8,11.6,5.9,0.1,4.4,-2.8,21.8,30.5,1,1,0,0,0,0,85.7
2014-01-12,0.5,15.6,6.4,-4.1,5,-2.2,1.5,30.5,0,0,0,0,0,0,83.3
2014-01-13,5.2,16.1,6.2,-1.1,7.2,-2.2,0,30.5,0,0,0,0,0,0,66.7
2014-01-14,-1.2,13.8,5.8,-5.4,7.2,-4.4,0,0,0,0,1,0,0,0,66.7
2014-01-15,-6.8,14.6,6.6,-12.3,-2.8,-9.4,0.3,0,0,0,1,0,0,0,50
2014-01-16,-3.8,13.5,6.9,-8.6,1.1,-9.4,0,0,0,0,1,0,0,0,60
2014-01-17,-7.9,14.6,5.9,-14.1,-0.6,-11.1,0.3,0,0,0,1,0,0,0,66.7
2014-01-18,-9.4,10.9,4.1,-13.4,-6.1,-12.2,1,78.7,0,0,1,0,0,0,66.7
2014-01-19,-7.4,12.9,5.4,-11.5,1.1,-13.9,3,30.5,1,0,1,0,0,0,75
2014-01-20,0.4,15.9,4.5,-4.5,2.2,-4.4,0,30.5,0,0,1,0,0,0,66.7
2014-01-21,-12,10.6,7.7,-18.1,-4.4,-17.2,6.3,129.5,0,0,1,0,0,0,50
2014-01-22,-14.4,12.9,4.1,-20,-9.4,-17.8,1.8,129.5,0,0,1,0,0,0,50
2014-01-23,-15.9,15.9,7.2,-22.8,-9.4,-18.9,0,129.5,0,0,0,0,0,0,50
2014-01-24,-14.8,15.9,7.9,-21.8,-5,-21.1,0,99.1,0,0,1,0,0,0,50
2014-01-25,-5,12.9,9.1,-12.6,1,-11.7,0.5,78.7,0,1,1,0,0,0,50
2014-01-26,-9.6,13.7,6,-15.8,0.6,-13.9,4.1,99.1,0,0,1,0,0,0,66.7
2014-01-27,-15.1,13.4,8.1,-21.9,-1.1,-20.6,0.3,78.7,0,0,1,0,0,0,50
2014-01-28,-20.7,16.1,5.7,-27.5,-14.4,-23.9,0,78.7,0,0,0,0,0,0,100
2014-01-29,-13.4,16.1,5.2,-21.4,-5.6,-23.9,0,78.7,0,0,0,0,0,0,50
2014-01-30,-4.5,14.6,8.5,-12.8,0,-8.3,0,78.7,0,0,1,0,0,0,50
2014-01-31,-4.4,16.1,4,-10.6,0.6,-8.3,0,78.7,0,0,0,0,0,0,75
2014-02-01,-3.8,6,2.7,-7.5,-0.6,-8.3,3.6,180.3,0,0,1,0,0,0,60
2014-02-02,-7.4,15.1,3.9,-12.8,-0.6,-13.3,10.7,149.9,0,0,1,0,0,0,50
2014-02-03,-13.4,16.1,1.6,-19.4,-6.1,-21.1,0,149.9,0,0,0,0,0,0,50
2014-02-04,-9.4,15.6,2.1,-16.1,-4.4,-21.1,0,129.5,0,0,1,0,0,0,66.7
2014-02-05,-4.8,4.3,6.4,-8.5,-3.9,-13.9,8.1,299.7,0,0,1,0,0,0,75
2014-02-06,-14.1,15.6,4.8,-19.2,-3.9,-17.8,2.8,279.4,0,0,1,0,0,0,50
2014-02-07,-16.5,16.1,5.1,-22.5,-10,-20,0,279.4,0,0,0,0,0,0,50
2014-02-08,-12.1,12.2,2.7,-17.5,-9,-14.4,0,330.2,0,0,1,0,0,0,100
2014-02-09,-9.9,14.3,3.5,-14.4,-7.2,-15,1.8,330.2,0,0,1,0,0,0,66.7
2014-02-10,-14.7,16.1,4.1,-21.8,-7.2,-19.4,0,299.7,0,0,0,0,0,0,50
2014-02-11,-15.8,16.1,2.8,-23.1,-10,-22.2,0,299.7,0,0,0,0,0,0,50
2014-02-12,-13.5,15.8,3,-19.3,-4.4,-22.2,0,279.4,0,0,0,0,0,0,50
2014-02-13,-5.6,15.3,3.9,-13,-0.6,-10,0,231.1,0,0,1,0,0,0,50
2014-02-14,-6.9,15.6,5.2,-12.7,0,-11.1,0,231.1,0,0,1,0,0,0,50
2014-02-15,-9.6,16.1,3.4,-16.2,-4.4,-16.1,0,231.1,0,0,0,0,0,0,66.7
2014-02-16,-6.4,13.4,4.6,-11.7,-1.7,-16.1,1,231.1,0,0,1,0,0,0,50
2014-02-17,-4.6,10.5,6,-9.2,-1.7,-8.3,0,330.2,1,0,1,0,0,0,75
2014-02-18,-0.6,11.9,5.6,-6,7.8,-8.9,8.9,231.1,0,0,1,0,0,0,66.7
2014-02-19,3.4,16.1,4.4,-3.7,7.8,-8.9,0,149.9,0,0,0,0,0,0,62.5
2014-02-20,2,8.7,3.7,-1.1,6.7,-1.1,0,99.1,1,1,1,0,1,0,85.7
2014-02-21,1.1,13,11.7,-5.2,9.4,-2.8,22.6,78.7,0,1,1,0,0,0,57.1
2014-02-22,-2.4,16.1,5.6,-11.7,2.8,-6.1,0,78.7,0,0,0,0,0,0,40
2014-02-23,-5.2,16.1,5.1,-13.9,1.7,-9.4,0,50.8,0,0,0,0,0,0,50
2014-02-24,-7.6,16.1,5.9,-15.4,-2.2,-11.1,0,50.8,0,0,0,0,0,0,66.7
2014-02-25,-7.5,16.1,5.2,-15,-3.9,-11.1,0,50.8,0,0,0,0,0,0,66.7
2014-02-26,-13.6,16.1,6.5,-21.8,-5.6,-17.2,0,50.8,0,0,0,0,0,0,50
2014-02-27,-11.7,15.8,6.9,-21.9,-7.8,-17.2,0,50.8,0,0,1,0,0,0,50
2014-02-28,-11.3,16.1,4.1,-20.6,-2.2,-16.1,0,50.8,0,0,0,0,0,0,33.3
2014-03-01,-4.1,13.5,3.3,-10.5,-0.6,-16.1,1.5,78.7,0,0,1,0,0,0,60
2014-03-02,-11.9,9.3,5.1,-17.5,-9.4,-13.9,11.2,149.9,0,0,1,0,0,0,100
2014-03-03,-14.1,14.3,3.3,-22.3,-7.2,-18.9,2.3,129.5,0,0,1,0,0,0,50
2014-03-04,-8.8,15.9,2.5,-16.7,-2.8,-18.9,0,129.5,0,0,1,0,0,0,66.7
2014-03-05,-5.9,10.8,4.7,-11.6,-2.8,-11.1,1.8,149.9,0,0,1,0,0,0,75
2014-03-06,-5.5,16.1,3.4,-12.2,0.6,-8.9,2,129.5,0,0,0,0,0,0,50
2014-03-07,-1.9,14.2,3.4,-9,8.3,-10,0,78.7,0,0,0,0,0,0,60
2014-03-08,0.5,13.2,5.4,-4.7,8.3,-10.6,0.3,50.8,0,0,1,0,0,0,66.7
2014-03-09,-2.7,14.6,3.4,-8.2,3.9,-7.2,0.3,50.8,0,0,0,0,0,0,60
2014-03-10,6.9,16.1,6.6,-0.7,11.7,3.9,0,30.5,0,0,0,0,0,0,60
2014-03-11,6.5,16.1,3,0.4,11.7,2.2,0,30.5,0,0,0,0,0,0,60
2014-03-12,-0.7,12.2,7.9,-6,10,-5,15.7,78.7,0,1,1,0,0,0,66.7
2014-03-13,-5.8,16.1,3.9,-11.8,1.7,-11.7,12.2,78.7,0,0,0,0,0,0,50
2014-03-14,5.9,16.1,8,-1.7,11.1,0.6,0,30.5,0,0,0,0,0,0,55.6
2014-03-15,2.7,16.1,4.5,-4,11.7,-8.3,0,50.8,0,0,0,0,0,0,71.4
2014-03-16,-4.3,15.3,8.4,-10.9,4.4,-7.2,0,0,0,0,1,0,0,0,75
2014-03-17,-3.2,16.1,4.1,-13.1,4.4,-7.2,0,0,0,0,0,0,0,0,40
2014-03-18,2.9,15.8,4.7,-4.1,11.1,-6.7,0,0,0,0,0,0,0,0,62.5
2014-03-19,6.4,12.7,5.1,1.9,11.1,-2.8,1.8,0,0,1,0,0,0,0,70
2014-03-20,2.7,14.6,4.4,-4.4,8.3,-1.1,3.3,0,1,0,1,0,0,0,57.1
2014-03-21,5.1,13.8,4.1,-1.6,14.4,-1.1,0.3,0,0,0,0,0,0,0,55.6
2014-03-22,5.4,16.1,6.4,-2.9,14.4,-1.1,0,0,0,0,0,0,0,0,55.6
2014-03-23,-2.7,16.1,5.2,-13.1,5,-6.7,0,0,0,0,0,0,0,0,40
2014-03-24,-3.6,16.1,3,-13.4,2.2,-7.2,0,0,0,0,0,0,0,0,40
2014-03-25,-2.6,15,5.7,-11.1,2.2,-6.7,1.3,30.5,0,0,1,0,0,0,60
2014-03-26,-3.5,16.1,3.6,-14.2,3.9,-9.4,0,30.5,0,0,0,0,0,0,40
2014-03-27,3.7,14,7.5,-3.3,9,1.1,0.8,0,0,1,1,0,0,0,62.5
2014-03-28,6.4,14.5,6.8,2.1,12.8,1.1,4.8,0,0,1,1,0,0,0,70
2014-03-29,2,16.1,5.1,-3.6,12.8,0.6,1,0,0,0,0,0,0,0,71.4
2014-03-30,3.3,16.1,2.1,-7,13.9,-3.9,0,0,0,0,0,0,0,0,50
2014-03-31,11.2,16.1,6.3,-1.1,19.4,5,0,0,0,0,0,0,0,0,46.2
2014-04-01,7.9,16.1,9.7,-2.6,20,0,0,0,0,1,0,0,1,0,45.5
2014-04-02,5.2,16.1,4.1,-3.2,13.9,0,0,0,0,1,0,0,0,0,55.6
2014-04-03,3.4,13.8,6.4,-1.2,7.2,1.1,0.3,0,0,1,0,0,1,0,75
2014-04-04,4.4,7.2,6.7,0.9,8.9,1.7,13.2,0,1,1,0,0,0,0,87.5
2014-04-05,4.4,16.1,4,-5.3,10.6,-0.6,0,0,0,0,0,0,0,0,50
2014-04-06,5.6,16.1,3.2,-4.9,13.9,-0.6,0,0,0,0,0,0,0,0,44.4
2014-04-07,7.5,16.1,3,-2.3,13.9,-0.6,0,0,0,0,0,0,0,0,50
2014-04-08,10.1,15.6,3.3,0.8,15.6,2.2,0.5,0,0,1,0,0,0,0,50
2014-04-09,9.2,16.1,2.4,-0.9,16.7,0.6,0,0,0,0,0,0,0,0,50
2014-04-10,14.6,16.1,7.3,0,18.3,11.7,0,0,0,0,0,0,0,0,35.3
2014-04-11,12.7,16.1,2.8,-4.5,21.1,2.8,0,0,0,0,0,0,0,0,26.7
2014-04-12,17.1,16.1,5.3,2.4,26.7,2.8,0,0,0,1,0,0,1,0,36.8
2014-04-13,16.8,14.8,6.4,9.8,23.9,6,0.3,0,0,1,0,0,1,0,63.2
2014-04-14,7.8,11.7,7,3.9,20.6,0,13,30.5,0,1,1,0,0,0,72.7
2014-04-15,-0.3,13.7,5,-7.4,3.3,-3.3,5.3,30.5,0,0,1,0,0,0,66.7
2014-04-16,3.1,16.1,5.6,-6.3,11.1,-3.3,0,30.5,0,0,0,0,0,0,50
2014-04-17,9.8,16.1,7,-1.9,16.7,-3.3,0,0,0,0,0,0,0,0,41.7
2014-04-18,9.1,16.1,3.6,1.3,16.7,4.4,0,0,0,0,0,0,0,0,58.3
2014-04-19,7.9,16.1,4.2,-1.1,18.9,2.8,0,0,0,0,0,0,0,0,54.5
2014-04-20,15.3,16.1,4.4,1.3,26.1,2.8,0,0,0,0,0,0,0,0,41.2
2014-04-21,19.2,16.1,4.3,6.6,23.9,15,0,0,0,0,0,0,0,0,45.5
2014-04-22,12.4,15.4,5.4,3.3,23.3,6.1,0,0,0,0,0,0,0,0,57.1
2014-04-23,5.8,16.1,3.8,-3.8,16.1,0.6,0,0,0,0,0,0,0,0,55.6
2014-04-24,9.4,16.1,6.3,-1.4,17.8,0.6,1.3,0,0,1,0,0,0,0,50
2014-04-25,13.2,15.6,6.2,3.5,21.1,3.9,6.3,0,0,1,0,0,0,0,53.3
2014-04-26,11.1,16.1,5.2,0,21.1,5.6,5.6,0,0,0,0,0,0,0,46.2
2014-04-27,8.6,16.1,7.6,0.3,15.6,4.4,0.3,0,0,1,0,0,0,0,54.5
2014-04-28,10.2,14.6,6.8,3.3,15.6,5.6,2.5,0,0,1,0,0,1,0,66.7
2014-04-29,10.9,9.5,4.7,7.2,15,7.2,15.7,0,1,1,1,0,1,0,76.9
2014-04-30,10.2,15.3,4.2,5.7,15,7.8,13.2,0,0,1,0,0,0,0,75
2014-05-01,7.3,15.1,5.8,2.7,11.7,5.6,0.3,0,0,1,0,0,0,0,70
2014-05-02,9,16.1,5,4.2,11.7,5.6,2.3,0,0,1,0,0,0,0,72.7
2014-05-03,12.7,16.1,6.8,3.5,19.4,7.8,0,0,0,0,0,0,0,0,53.3
2014-05-04,13,16.1,4.6,-0.7,19.4,7.8,0,0,0,0,0,0,0,0,40
2014-05-05,9.2,16.1,5.6,-0.5,14.4,6.7,1.3,0,0,1,0,0,0,0,50
2014-05-06,10.2,16.1,5.8,1.1,17.2,5,0,0,0,0,0,0,0,0,58.3
2014-05-07,14.9,16.1,5,4.3,25.6,5,0,0,0,1,0,0,0,0,47.1
2014-05-08,20.4,15.9,4.7,11.1,31.7,8.9,0,0,0,0,0,0,0,0,54.2
2014-05-09,21.8,14.5,7.9,13.6,31.7,10.6,21.1,0,0,1,0,0,0,0,61.5
2014-05-10,16.4,16.1,3.9,5.3,25,8.3,7.6,0,0,0,0,0,0,0,47.4
2014-05-11,19.6,16.1,3.5,8.7,27.2,8.3,0,0,0,1,0,0,1,0,47.8
2014-05-12,22.2,16.1,5.2,16.9,28.9,17.8,3.3,0,0,1,0,0,1,0,70.4
2014-05-13,18.3,14.2,5.4,15.6,28.9,13.3,53.1,0,0,1,0,0,1,0,85.7
2014-05-14,11.8,16.1,4.8,4.7,13.3,10.6,3,0,0,0,0,0,0,0,64.3
2014-05-15,8.4,12.6,6.8,2.6,13.3,5,0.5,0,0,1,0,0,0,0,63.6
2014-05-16,5.2,16.1,4.2,0,12.8,2.8,4.8,0,0,1,0,0,0,0,66.7
2014-05-17,8.8,15.3,3.4,0.8,15.6,2.8,2.5,0,0,0,0,0,0,0,54.5
2014-05-18,13.6,16.1,4.6,1.4,20.6,3.9,0,0,0,0,0,0,0,0,43.7
2014-05-19,15.1,16.1,5.2,3.8,20.6,7.2,0,0,0,0,0,0,0,0,47.1
2014-05-20,21.6,16.1,5.9,10.9,29.4,16.7,0,0,0,1,0,0,0,0,50
2014-05-21,23.8,12.4,3.4,15.4,30,16.7,20.8,0,0,1,0,0,1,0,58.6
2014-05-22,19.3,16.1,3.5,8.7,30,13.9,0.3,0,0,0,0,0,0,0,50
2014-05-23,15.2,16.1,2.8,6.9,21.1,10.6,0,0,0,0,0,0,0,0,58.8
2014-05-24,15.3,16.1,2.4,5.4,23.3,8.3,0,0,0,0,0,0,0,0,52.9
2014-05-25,19,16.1,2,6.7,28.3,8.3,0,0,0,0,0,0,0,0,45.5
2014-05-26,23.2,16.1,3.5,13.1,30.6,10,0,0,0,1,0,0,1,0,53.6
2014-05-27,23.8,16.1,4.2,17.1,30.6,16.1,0,0,0,0,0,0,0,0,65.5
2014-05-28,17.6,14,4,11.6,29.4,13.3,6.1,0,0,1,0,0,0,0,70
2014-05-29,17,16.1,4.3,9.7,23.9,12,0.8,0,0,0,0,0,0,0,63.2
2014-05-30,18.6,16.1,3.3,9.4,26.1,11.7,0,0,0,0,0,0,0,0,57.1
2014-05-31,21.7,15.9,3.4,9.8,31.1,11.7,0,0,0,0,0,0,0,0,46.2
2014-06-01,24.1,16.1,4.8,12.5,32.2,12.2,0,0,0,1,0,0,1,0,46.7
2014-06-02,24.5,15.6,7.2,17.4,32.2,17.2,0,0,0,1,0,0,0,0,64.5
2014-06-03,23.9,16.1,5.2,11.9,28.3,20,3.6,0,0,0,0,0,0,0,46.7
